  Í¼ÐÎºÅ               = 9082
  ³§Õ¾IDºÅ             = 01124107000221

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141070000000194  0         1       30006625
  100000      130141070000000193  0         2       30008962
  100000      130141070000000195  0         3       30009010
  100000      130141070000000195  0         3       30009016
  100000      040841070000000586  0         4       32008704
  100000      040841070000000585  0         5       32008718
  100000      040841070000000596  0         6       32008906
  100000      040841070000000587  0         7       32009048
  100000      040841070000000588  0         8       32009060
  100000      040841070000000589  0         9       32009072
  100000      040841070000000590  0         10       32009084
  100000      040841070000000591  0         11       32009096
  100000      040841070000000592  0         12       32009108
  100000      040841070000000594  0         13       32009280
  100000      040841070000000593  0         14       32009314
  100000      121041070000000375  0         20       36009335
  100000      121041070000000437  0         30       36009367
  100000      132141070000001176  0         19       100008287
  100000      132141070000001176  1         18       100008287
  100000      132141070000001175  0         29       100008992
  100000      132141070000001175  1         28       100008992
  100000      132141070000001174  0         32       100009178
  100000      132141070000001174  1         31       100009178
  100000      132241070000002463  0         16       101008743
  100000      132241070000002463  1         31       101008743
  100000      132241070000002470  0         1       101008765
  100000      132241070000002470  1         18       101008765
  100000      132241070000002469  0         19       101008774
  100000      132241070000002469  1         20       101008774
  100000      132241070000002468  0         1       101008831
  100000      132241070000002468  1         21       101008831
  100000      132241070000002486  0         23       101008854
  100000      132241070000002486  1         22       101008854
  100000      132241070000002485  0         25       101008896
  100000      132241070000002485  1         24       101008896
  100000      132241070000002489  0         26       101008919
  100000      132241070000002489  1         3       101008919
  100000      132241070000002488  0         27       101008937
  100000      132241070000002488  1         3       101008937
  100000      132241070000002466  0         2       101008993
  100000      132241070000002466  1         28       101008993
  100000      132241070000002465  0         29       101008994
  100000      132241070000002465  1         30       101008994
  100000      132241070000002467  0         2       101008996
  100000      132241070000002467  1         21       101008996
  100000      132241070000002464  0         32       101009176
  100000      132241070000002464  1         2       101009176
  100000      132241070000002487  0         2       101009197
  100000      132241070000002487  1         33       101009197
  100000      131241070000000070  0         16       102008728
  100000      131241070000000173  0         15       102008728
  100000      131241070000000070  1         17       102008728
  100000      131441070000000795  0         27       107006705
  100000      131441070000000794  0         33       107009198
  100000      132141070000001178  0         22       110007927
  100000      132141070000001178  1         34       110007927
  100000      132241070000002472  0         3       110007927
  100000      132241070000002472  1         34       110007927
  100000      132141070000001181  0         4       110008712
  100000      132141070000001181  1         35       110008712
  100000      132241070000002475  0         3       110008712
  100000      132241070000002475  1         35       110008712
  100000      132141070000001180  0         5       110008726
  100000      132141070000001180  1         36       110008726
  100000      132241070000002474  0         3       110008726
  100000      132241070000002474  1         36       110008726
  100000      132141070000001190  0         3       110008740
  100000      132141070000001190  1         37       110008740
  100000      132241070000002484  0         15       110008740
  100000      132241070000002484  1         37       110008740
  100000      132141070000001179  0         24       110008897
  100000      132141070000001179  1         38       110008897
  100000      132241070000002473  0         3       110008897
  100000      132241070000002473  1         38       110008897
  100000      132141070000001177  0         6       110008914
  100000      132141070000001177  1         39       110008914
  100000      132241070000002471  0         3       110008914
  100000      132241070000002471  1         39       110008914
  100000      132141070000001182  0         7       110009056
  100000      132141070000001182  1         40       110009056
  100000      132241070000002476  0         3       110009056
  100000      132241070000002476  1         40       110009056
  100000      132141070000001183  0         8       110009068
  100000      132141070000001183  1         41       110009068
  100000      132241070000002477  0         3       110009068
  100000      132241070000002477  1         41       110009068
  100000      132141070000001184  0         9       110009080
  100000      132141070000001184  1         42       110009080
  100000      132241070000002478  0         3       110009080
  100000      132241070000002478  1         42       110009080
  100000      132141070000001185  0         10       110009092
  100000      132141070000001185  1         43       110009092
  100000      132241070000002479  0         3       110009092
  100000      132241070000002479  1         43       110009092
  100000      132141070000001186  0         11       110009104
  100000      132141070000001186  1         44       110009104
  100000      132241070000002480  0         3       110009104
  100000      132241070000002480  1         44       110009104
  100000      132141070000001187  0         12       110009116
  100000      132141070000001187  1         45       110009116
  100000      132241070000002481  0         3       110009116
  100000      132241070000002481  1         45       110009116
  100000      132141070000001189  0         13       110009288
  100000      132141070000001189  1         46       110009288
  100000      132241070000002483  0         3       110009288
  100000      132241070000002483  1         46       110009288
  100000      132141070000001188  0         14       110009322
  100000      132141070000001188  1         47       110009322
  100000      132241070000002482  0         3       110009322
  100000      132241070000002482  1         47       110009322
  100000      132341070000001756  0         4       111008713
  100000      132341070000001755  0         5       111008727
  100000      132341070000001741  0         16       111008750
  100000      132341070000001767  0         17       111008756
  100000      132341070000001751  0         18       111008769
  100000      132341070000001750  0         19       111008778
  100000      132341070000001749  0         20       111008785
  100000      132341070000001748  0         21       111008837
  100000      132341070000001753  0         22       111008847
  100000      132341070000001769  0         23       111008850
  100000      132341070000001754  0         24       111008898
  100000      132341070000001768  0         25       111008899
  100000      132341070000001752  0         6       111008915
  100000      132341070000001746  0         28       111008998
  100000      132341070000001745  0         29       111008999
  100000      132341070000001744  0         30       111009000
  100000      132341070000001747  0         21       111009003
  100000      132341070000001757  0         7       111009057
  100000      132341070000001758  0         8       111009069
  100000      132341070000001759  0         9       111009081
  100000      132341070000001760  0         10       111009093
  100000      132341070000001761  0         11       111009105
  100000      132341070000001762  0         12       111009117
  100000      132341070000001742  0         31       111009182
  100000      132341070000001743  0         32       111009186
  100000      132341070000001766  0         33       111009199
  100000      132341070000001765  0         2       111009200
  100000      132341070000001764  0         13       111009289
  100000      132341070000001763  0         14       111009323
  100000      140241070000000089  0         23       113009325
  100000      140241070000000088  0         25       113009326
