  Í¼ÐÎºÅ               = 3893
  ³§Õ¾IDºÅ             = 01124107000127

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141000000004492  0         1       30009232
  100000      130141000000004162  0         2       30010417
  100000      130141078200000001  0         3       30012378
  100000      040841000000028979  0         4       32011013
  100000      040841000000028982  0         5       32011727
  100000      040841000000028984  0         6       32011760
  100000      040841000000028983  0         7       32012088
  100000      040841000000028981  0         8       32012107
  100000      040841000000028980  0         9       32012128
  100000      040841070000000087  0         10       32012279
  100000      040841078200000001  0         11       32012356
  100000      040841070000001222  0         12       32012403
  100000      040841070000001223  0         13       32012560
  100000      040841070000001224  0         14       32012594
  100000      040841070000001225  0         15       32012611
  100000      040841070000001226  0         16       32012628
  100000      040841070000001227  0         17       32012645
  100000      040841070000001228  0         18       32012662
  100000      040841070000001229  0         19       32012679
  100000      121041000000007160  0         43       36012207
  100000      121041000000007217  0         47       36012254
  100000      132141000000040169  0         23       100008792
  100000      132141000000040169  1         46       100008792
  100000      132141000000040171  0         22       100009565
  100000      132141000000040171  1         41       100009565
  100000      132141000000040170  0         49       100010546
  100000      132141000000040170  1         45       100010546
  100000      132141000000040172  0         21       100010547
  100000      132141000000040172  1         50       100010547
  100000      132141000000040161  0         24       100011021
  100000      132141000000040161  1         25       100011021
  100000      132141000000040164  0         28       100011736
  100000      132141000000040164  1         29       100011736
  100000      132141000000040166  0         30       100011769
  100000      132141000000040166  1         31       100011769
  100000      132141000000040168  0         32       100011800
  100000      132141000000040168  1         53       100011800
  100000      132141000000040165  0         33       100012097
  100000      132141000000040165  1         34       100012097
  100000      132141000000040163  0         35       100012118
  100000      132141000000040163  1         36       100012118
  100000      132141000000040162  0         37       100012137
  100000      132141000000040162  1         38       100012137
  100000      132141000000040167  0         39       100012149
  100000      132141000000040167  1         40       100012149
  100000      132141000000042157  0         51       100012299
  100000      132141000000042157  1         52       100012299
  100000      132141078200000001  0         55       100012412
  100000      132141078200000001  1         12       100012412
  100000      132141078200000002  0         56       100012570
  100000      132141078200000002  1         13       100012570
  100000      132141078200000003  0         57       100012587
  100000      132141078200000003  1         74       100012587
  100000      132141078200000004  0         58       100012604
  100000      132141078200000004  1         14       100012604
  100000      132141078200000005  0         59       100012621
  100000      132141078200000005  1         15       100012621
  100000      132141078200000006  0         60       100012638
  100000      132141078200000006  1         16       100012638
  100000      132141078200000007  0         61       100012655
  100000      132141078200000007  1         17       100012655
  100000      132141078200000008  0         62       100012672
  100000      132141078200000008  1         18       100012672
  100000      132141078200000009  0         63       100012689
  100000      132141078200000009  1         19       100012689
  100000      132141078200000010  0         76       100012734
  100000      132141078200000010  1         66       100012734
  100000      132141078200000011  0         69       100012735
  100000      132141078200000011  1         67       100012735
  100000      132141078200000012  0         71       100012766
  100000      132141078200000012  1         70       100012766
  100000      132241000000084121  0         2       101009244
  100000      132241000000084121  1         46       101009244
  100000      132241000000084124  0         2       101010548
  100000      132241000000084124  1         45       101010548
  100000      132241000000084108  0         4       101011022
