  Í¼ÐÎºÅ               = 331
  ³§Õ¾IDºÅ             = 01124107000029

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141000000011477  0         1       30008362
  100000      130141000000011474  0         2       30008365
  100000      130141000000011478  0         3       30008368
  100000      130141000000011479  0         4       30008371
  100000      130141000000011475  0         5       30008501
  100000      130141000000011476  0         6       30008502
  100000      040841000000011895  0         7       32007583
  100000      040841000000011897  0         8       32007585
  100000      040841000000011896  0         9       32007586
  100000      040841000000011898  0         10       32007716
  100000      040841000000011899  0         11       32007740
  100000      040841000000011900  0         12       32007785
  100000      040841000000011901  0         13       32008036
  100000      040841000000011902  0         14       32008038
  100000      040841000000011903  0         15       32008039
  100000      040841000000011904  0         16       32008040
  100000      040841000000011905  0         17       32008267
  100000      040841000000011906  0         18       32008313
  100000      040841000000011907  0         19       32008325
  100000      040841070000000209  0         20       32009483
  100000      040841070000000210  0         21       32009490
  100000      040841070000001329  0         22       32009591
  100000      121041000000002096  0         28       36008576
  100000      121041000000005601  0         44       36008713
  100000      121041000000003614  0         68       36009424
  100000      121041000000003696  0         73       36009444
  100000      121041000000003682  0         75       36009449
  100000      121241070000000242  0         80       36009519
  100000      132141000000040495  0         31       100008578
  100000      132141000000040495  1         54       100008578
  100000      132141000000040501  0         30       100008579
  100000      132141000000040501  1         34       100008579
  100000      132141000000040500  0         37       100008580
  100000      132141000000040500  1         29       100008580
  100000      132141000000040505  0         33       100008581
  100000      132141000000040505  1         55       100008581
  100000      132141000000040502  0         35       100008582
  100000      132141000000040502  1         40       100008582
  100000      132141070000000156  0         39       100008672
  100000      132141070000000156  1         56       100008672
  100000      132141000000040513  0         45       100008714
  100000      132141000000040513  1         57       100008714
  100000      132141000000040512  0         46       100008736
  100000      132141000000040512  1         58       100008736
  100000      132141000000063844  0         66       100009248
  100000      132141000000063844  1         65       100009248
  100000      132141000000063845  0         68       100009270
  100000      132141000000063845  1         67       100009270
  100000      132141000000063846  0         47       100009282
  100000      132141000000063846  1         69       100009282
