  Í¼ÐÎºÅ               = 1394
  ³§Õ¾IDºÅ             = 01124107000028

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141000000004141  0         1       30007447
  100000      130141000000004140  0         2       30007453
  100000      130141000000004140  0         2       30007456
  100000      130141000000004142  0         3       30007640
  100000      130141000000004144  0         4       30007856
  100000      130141000000004143  0         5       30007995
  100000      130141000000004143  0         5       30008061
  100000      040841000000011954  0         6       32007356
  100000      040841000000022244  0         7       32007369
  100000      040841000000022243  0         8       32007383
  100000      040841000000011955  0         9       32007482
  100000      040841000000011956  0         10       32007494
  100000      040841000000022241  0         11       32007510
  100000      040841000000022242  0         12       32007522
  100000      040841000000011957  0         13       32007593
  100000      040841000000022240  0         14       32007709
  100000      040841000000022376  0         15       32008019
  100000      040841000000022371  0         16       32008066
  100000      040841000000022374  0         17       32008079
  100000      040841000000022373  0         18       32008093
  100000      040841000000011958  0         19       32008106
  100000      040841000000022372  0         20       32008155
  100000      040841000000011959  0         21       32008168
  100000      040841000000011960  0         22       32008181
  100000      040841000000011961  0         23       32008194
  100000      040841000000022375  0         24       32008207
  100000      040841070000000692  0         25       32008406
  100000      040841070000000693  0         26       32008411
  100000      121041000000005624  0         27       36006420
  100000      121041000000005625  0         50       36007903
  100000      121041000000002138  0         53       36007925
  100000      121041000000003627  0         45       36008303
  100000      121041000000003684  0         37       36008308
  100000      121041070000000564  0         76       36008401
  100000      132141000000040010  0         30       100006465
  100000      132141000000040010  1         32       100006465
  100000      132141000000040014  0         31       100006713
  100000      132141000000040014  1         28       100006713
  100000      132141000000040017  0         38       100007312
  100000      132141000000040017  1         36       100007312
  100000      132141000000042065  0         40       100007313
  100000      132141000000042065  1         39       100007313
  100000      132141000000040019  0         35       100007459
  100000      132141000000040019  1         34       100007459
  100000      132141000000040015  0         46       100007546
  100000      132141000000040015  1         44       100007546
  100000      132141000000040013  0         48       100007564
  100000      132141000000040013  1         47       100007564
  100000      132141000000040021  0         52       100007904
  100000      132141000000040021  1         51       100007904
  100000      132141000000040022  0         55       100007926
  100000      132141000000040022  1         54       100007926
  100000      132141000000040024  0         71       100007979
  100000      132141000000040024  1         58       100007979
  100000      132141000000040023  0         57       100008222
  100000      132141000000040023  1         56       100008222
  100000      132141070000000835  0         78       100008383
  100000      132141070000000835  1         77       100008383
  100000      132241000000047337  0         35       101006422
  100000      132241000000047337  1         27       101006422
  100000      132241000000047336  0         1       101006423
  100000      132241000000047336  1         34       101006423
  100000      132241000000047329  0         3       101006714
  100000      132241000000047329  1         28       101006714
  100000      132241000000047330  0         31       101006719
  100000      132241000000047330  1         63       101006719
  100000      132241000000047335  0         38       101007314
  100000      132241000000047335  1         37       101007314
  100000      132241000000047334  0         3       101007315
  100000      132241000000047334  1         36       101007315
  100000      132241000000047321  0         40       101007316
  100000      132241000000047321  1         14       101007316
  100000      132241000000047320  0         3       101007317
  100000      132241000000047320  1         39       101007317
  100000      132241000000047322  0         74       101007419
  100000      132241000000047322  1         73       101007419
  100000      132241000000047333  0         46       101007547
  100000      132241000000047333  1         45       101007547
  100000      132241000000047332  0         3       101007548
  100000      132241000000047332  1         44       101007548
  100000      132241000000047328  0         48       101007565
  100000      132241000000047328  1         49       101007565
  100000      132241000000047327  0         3       101007566
  100000      132241000000047327  1         47       101007566
  100000      132241000000047326  0         1       101007568
  100000      132241000000047326  1         42       101007568
