  Í¼ÐÎºÅ               = 10834
  ³§Õ¾IDºÅ             = 01124107000251

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141070000000404  0         1       30006622
  100000      130141070000000405  0         2       30006625
  100000      130141070000000407  0         3       30006628
  100000      130141070000000406  0         4       30006631
  100000      130141070000000408  0         5       30006637
  100000      130141070000000408  0         5       30007482
  100000      040841070000001315  0         6       32008623
  100000      040841070000001313  0         7       32008692
  100000      040841070000001312  0         8       32008704
  100000      040841070000001311  0         9       32008716
  100000      040841070000001310  0         10       32009613
  100000      040841070000001309  0         11       32009614
  100000      040841070000001308  0         12       32009615
  100000      040841070000001307  0         13       32009616
  100000      040841070000001306  0         14       32009659
  100000      040841070000001316  0         15       32009660
  100000      040841070000001314  0         16       32009693
  100000      040841070000001317  0         17       32009718
  100000      040841070000001318  0         18       32009723
  100000      040841070000001319  0         19       32009728
  100000      040841070000001320  0         20       32009733
  100000      040841070000001328  0         21       32009752
  100000      121041070000000617  0         23       36007636
  100000      121041070000000615  0         55       36009459
  100000      121041070000000618  0         58       36009513
  100000      121041070000000621  0         61       36009514
  100000      132141070000002253  0         30       100005510
  100000      132141070000002253  1         31       100005510
  100000      132141070000002252  0         22       100007335
  100000      132141070000002252  1         53       100007335
  100000      132141070000002254  0         26       100007967
  100000      132141070000002254  1         27       100007967
  100000      132141070000002259  0         38       100008894
  100000      132141070000002259  1         37       100008894
  100000      132141070000002260  0         40       100009017
  100000      132141070000002260  1         41       100009017
  100000      132141070000002258  0         43       100009067
  100000      132141070000002258  1         42       100009067
  100000      132141070000002257  0         45       100009097
  100000      132141070000002257  1         44       100009097
  100000      132141070000002261  0         47       100009123
  100000      132141070000002261  1         46       100009123
  100000      132141070000002262  0         52       100009388
  100000      132141070000002262  1         51       100009388
  100000      132141070000002251  0         54       100009460
  100000      132141070000002251  1         56       100009460
  100000      132141070000002255  0         57       100009515
  100000      132141070000002255  1         59       100009515
  100000      132141070000002256  0         60       100009516
  100000      132141070000002256  1         62       100009516
  100000      132141070000002263  0         65       100009567
  100000      132141070000002263  1         64       100009567
  100000      132241070000004208  0         30       101005547
  100000      132241070000004208  1         2       101005547
  100000      132241070000004218  0         2       101007287
  100000      132241070000004218  1         50       101007287
  100000      132241070000004204  0         23       101007336
  100000      132241070000004204  1         22       101007336
  100000      132241070000004207  0         31       101007412
  100000      132241070000004207  1         1       101007412
  100000      132241070000004259  0         24       101007925
  100000      132241070000004259  1         25       101007925
  100000      132241070000004211  0         48       101007968
  100000      132241070000004211  1         26       101007968
  100000      132241070000004209  0         27       101007970
  100000      132241070000004209  1         2       101007970
  100000      132241070000004210  0         27       101008120
  100000      132241070000004210  1         1       101008120
  100000      132241070000004260  0         32       101008598
  100000      132241070000004260  1         33       101008598
  100000      132241070000004261  0         34       101008614
  100000      132241070000004261  1         35       101008614
  100000      132241070000004245  0         36       101008753
  100000      132241070000004245  1         5       101008753
  100000      132241070000004219  0         3       101008895
  100000      132241070000004219  1         37       101008895
  100000      132241070000004221  0         4       101008896
  100000      132241070000004221  1         37       101008896
  100000      132241070000004255  0         38       101008897
  100000      132241070000004255  1         69       101008897
  100000      132241070000004250  0         4       101009002
  100000      132241070000004250  1         39       101009002
