  Í¼ÐÎºÅ               = 2389
  ³§Õ¾IDºÅ             = 01124107000089

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141000000004505  0         1       30007447
  100000      130141000000004174  0         2       30007453
  100000      130141000000004174  0         2       30007456
  100000      130141000000004507  0         3       30007611
  100000      130141000000004506  0         4       30007821
  100000      130141000000004508  0         5       30007916
  100000      130141070000000283  0         6       30008649
  100000      130141070000000283  0         6       30008650
  100000      040841000000012272  0         7       32007369
  100000      040841000000012274  0         8       32007383
  100000      040841000000012273  0         9       32007384
  100000      040841000000012275  0         10       32007482
  100000      040841000000012276  0         11       32007510
  100000      040841000000012277  0         12       32007522
  100000      040841000000012278  0         13       32007589
  100000      040841000000012279  0         14       32007632
  100000      040841000000022306  0         15       32007927
  100000      040841000000022307  0         16       32007973
  100000      040841000000012280  0         17       32007982
  100000      040841070000000262  0         18       32008320
  100000      040841070000000920  0         19       32008654
  100000      040841070000000919  0         20       32008655
  100000      040841070000000918  0         21       32008656
  100000      040841070000000917  0         22       32008657
  100000      040841070000000916  0         23       32008658
  100000      040841070000000915  0         24       32008659
  100000      040841070000000914  0         25       32008660
  100000      040841070000000913  0         26       32008661
  100000      040841070000000912  0         27       32008662
  100000      121041070000000561  0         28       36006420
  100000      121041070000000421  0         46       36007845
  100000      121041000000002149  0         50       36007877
  100000      121041000000002111  0         65       36008074
  100000      121041000000003683  0         35       36008087
  100000      121041000000003697  0         60       36008092
  100000      132141000000040254  0         29       100006465
  100000      132141000000040254  1         30       100006465
  100000      132141000000040259  0         82       100006713
  100000      132141000000040259  1         83       100006713
  100000      132141000000040257  0         36       100007312
  100000      132141000000040257  1         34       100007312
  100000      132141000000040258  0         38       100007313
  100000      132141000000040258  1         37       100007313
  100000      132141000000040252  0         33       100007459
  100000      132141000000040252  1         32       100007459
  100000      132141000000040256  0         63       100007546
  100000      132141000000040256  1         64       100007546
  100000      132141000000040271  0         45       100007792
  100000      132141000000040271  1         44       100007792
  100000      132141000000040253  0         48       100007846
  100000      132141000000040253  1         47       100007846
  100000      132141000000040251  0         52       100007878
  100000      132141000000040251  1         51       100007878
  100000      132141000000042198  0         56       100007908
  100000      132141000000042198  1         55       100007908
  100000      132141000000042197  0         58       100007951
  100000      132141000000042197  1         57       100007951
  100000      132141000000040255  0         61       100007952
  100000      132141000000040255  1         59       100007952
  100000      132141000000040272  0         67       100008075
  100000      132141000000040272  1         66       100008075
