  Í¼ÐÎºÅ               = 504
  ³§Õ¾IDºÅ             = 01124107000012

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141000000000931  0         1       30006622
  100000      130141000000000932  0         2       30006625
  100000      130141000000001867  0         3       30006628
  100000      130141000000001868  0         4       30006631
  100000      130141000000001870  0         5       30006637
  100000      130141000000001869  0         6       30006640
  100000      040841000000001297  0         7       32007417
  100000      040841000000001298  0         8       32007418
  100000      040841070000000737  0         9       32008126
  100000      040841070000000738  0         10       32008135
  100000      121041070000001099  0         29       36007100
  100000      121041000000002069  0         24       36007115
  100000      121041000000002068  0         90       36007120
  100000      121041070000001102  0         49       36007282
  100000      121041070000001101  0         51       36007308
  100000      121041000000002061  0         88       36007367
  100000      121041000000005274  0         55       36007401
  100000      121041000000005656  0         67       36007715
  100000      121041000000002147  0         66       36007793
  100000      121041070000000256  0         69       36007815
  100000      121041000000003613  0         85       36007825
  100000      121041070000000100  0         78       36007972
  100000      121041070000000098  0         81       36007998
  100000      121041070000000622  0         21       36008087
  100000      121041070000000388  0         92       36008106
  100000      121041070000000476  0         94       36008161
  100000      121041070000000510  0         97       36008187
  100000      121041070000000528  0         101       36008222
  100000      132141000000004421  0         86       100001488
  100000      132141000000004421  1         11       100001488
  100000      132141000000007668  0         12       100004135
  100000      132141000000007668  1         13       100004135
  100000      132141000000004418  0         75       100005510
  100000      132141000000004418  1         74       100005510
  100000      132141000000007666  0         36       100005516
  100000      132141000000007666  1         35       100005516
  100000      132141000000007667  0         16       100006218
  100000      132141000000007667  1         17       100006218
  100000      132141070000000060  0         19       100006305
  100000      132141070000000060  1         20       100006305
  100000      132141000000007671  0         22       100006334
  100000      132141000000007671  1         23       100006334
  100000      132141000000007669  0         25       100006363
  100000      132141000000007669  1         26       100006363
  100000      132141000000004413  0         28       100006513
  100000      132141000000004413  1         27       100006513
  100000      132141000000004414  0         48       100007283
  100000      132141000000004414  1         82       100007283
  100000      132141000000004416  0         50       100007309
  100000      132141000000004416  1         83       100007309
