  Í¼ÐÎºÅ               = 2052
  ³§Õ¾IDºÅ             = 01124107000026

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141000000004317  0         1       30007487
  100000      130141000000012250  0         2       30007488
  100000      130141000000012250  0         2       30007489
  100000      130141070000000243  0         3       30007909
  100000      040841000000011817  0         4       32007490
  100000      040841000000011818  0         5       32007492
  100000      040841000000011819  0         6       32007494
  100000      040841000000011820  0         7       32007495
  100000      040841000000011821  0         8       32007496
  100000      040841000000011823  0         9       32007672
  100000      040841000000011822  0         10       32007673
  100000      040841000000011824  0         11       32007695
  100000      040841070000000712  0         12       32007900
  100000      121041000000005582  0         17       36007623
  100000      121041070000000056  0         27       36007893
  100000      121041070000000430  0         39       36008004
  100000      121041070000000461  0         31       36008011
  100000      132141000000041080  0         15       100007624
  100000      132141000000041080  1         16       100007624
  100000      132141000000041082  0         18       100007625
  100000      132141000000041082  1         20       100007625
  100000      132141000000042503  0         25       100007853
  100000      132141000000042503  1         26       100007853
  100000      132141000000042504  0         35       100007902
  100000      132141000000042504  1         36       100007902
  100000      132141070000001394  0         29       100007941
  100000      132141070000001394  1         30       100007941
  100000      132141070000001473  0         37       100008005
  100000      132141070000001473  1         38       100008005
  100000      132241000000048094  0         13       101007626
  100000      132241000000048094  1         1       101007626
  100000      132241000000048090  0         16       101007627
  100000      132241000000048090  1         1       101007627
  100000      132241000000048091  0         17       101007628
  100000      132241000000048091  1         15       101007628
  100000      132241000000048093  0         18       101007629
  100000      132241000000048093  1         1       101007629
  100000      132241000000048089  0         23       101007720
  100000      132241000000048089  1         22       101007720
  100000      132241000000048092  0         2       101007757
  100000      132241000000048092  1         14       101007757
  100000      132241000000104571  0         2       101007758
  100000      132241000000104571  1         24       101007758
  100000      132241000000048095  0         26       101007854
  100000      132241000000048095  1         3       101007854
  100000      132241000000048096  0         27       101007855
  100000      132241000000048096  1         25       101007855
  100000      132241000000048098  0         28       101007864
  100000      132241000000048098  1         1       101007864
  100000      132241000000048097  0         36       101007869
  100000      132241000000048097  1         1       101007869
  100000      132241070000002788  0         35       101007917
  100000      132241070000002788  1         3       101007917
  100000      132241070000002786  0         30       101007942
  100000      132241070000002786  1         3       101007942
  100000      132241070000002787  0         31       101007943
  100000      132241070000002787  1         29       101007943
  100000      132241070000002785  0         32       101007949
  100000      132241070000002785  1         3       101007949
