  Í¼ÐÎºÅ               = 335
  ³§Õ¾IDºÅ             = 01124107000009

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141000000000944  0         1       30006622
  100000      130141000000000945  0         2       30006625
  100000      130141000000001664  0         3       30006628
  100000      130141000000001665  0         4       30006631
  100000      130141000000001663  0         5       30006637
  100000      130141000000001662  0         6       30006640
  100000      130141000000001661  0         7       30008393
  100000      040841000000001375  0         8       32009335
  100000      040841000000001376  0         9       32009787
  100000      040841000000001377  0         10       32009792
  100000      121041070000000293  0         65       36009447
  100000      121041070000000291  0         59       36009452
  100000      121041070000000346  0         53       36009457
  100000      121041070000000344  0         55       36009462
  100000      121041000000000050  0         51       36009467
  100000      121041070000000691  0         49       36009472
  100000      121041000000000065  0         40       36009477
  100000      121041000000002056  0         75       36009482
  100000      121041000000002055  0         78       36009487
  100000      121041000000002113  0         83       36009492
  100000      121041000000002090  0         91       36009502
  100000      121041000000002091  0         94       36009507
  100000      121041070000000414  0         86       36009637
  100000      121041000000002116  0         103       36009643
  100000      121041070000000191  0         28       36009666
  100000      132141000000004472  0         68       100001488
  100000      132141000000004472  1         67       100001488
  100000      132141000000006846  0         73       100004135
  100000      132141000000006846  1         72       100004135
  100000      132141000000004471  0         43       100004978
  100000      132141000000004471  1         42       100004978
  100000      132141000000004473  0         63       100005510
  100000      132141000000004473  1         62       100005510
  100000      132141000000006845  0         26       100005516
  100000      132141000000006845  1         25       100005516
  100000      132141000000004469  0         66       100006487
  100000      132141000000004469  1         64       100006487
  100000      132141000000006848  0         96       100007017
  100000      132141000000006848  1         95       100007017
  100000      132141000000004468  0         57       100007295
  100000      132141000000004468  1         48       100007295
  100000      132141000000004478  0         52       100007321
  100000      132141000000004478  1         45       100007321
  100000      132141000000004476  0         50       100007347
  100000      132141000000004476  1         44       100007347
  100000      132141000000004477  0         41       100007399
  100000      132141000000004477  1         39       100007399
  100000      132141000000006847  0         88       100007492
  100000      132141000000006847  1         87       100007492
  100000      132141000000006838  0         76       100008664
  100000      132141000000006838  1         74       100008664
  100000      132141000000006842  0         90       100008742
  100000      132141000000006842  1         89       100008742
  100000      132141000000006844  0         93       100008768
  100000      132141000000006844  1         92       100008768
  100000      132141000000006841  0         100       100008898
  100000      132141000000006841  1         99       100008898
  100000      132141000000006839  0         101       100008924
  100000      132141000000006839  1         98       100008924
  100000      132141000000006849  0         102       100008950
  100000      132141000000006849  1         97       100008950
  100000      132141000000004467  0         56       100009064
  100000      132141000000004467  1         47       100009064
  100000      132141000000004470  0         54       100009065
  100000      132141000000004470  1         46       100009065
  100000      132141000000004474  0         60       100009099
  100000      132141000000004474  1         58       100009099
  100000      132141000000004475  0         70       100009125
  100000      132141000000004475  1         69       100009125
  100000      132141000000006840  0         79       100009170
  100000      132141000000006840  1         77       100009170
  100000      132141000000006850  0         82       100009196
  100000      132141000000006850  1         81       100009196
  100000      132141000000006843  0         85       100009222
  100000      132141000000006843  1         84       100009222
  100000      132241000000014907  0         68       101001498
  100000      132241000000014907  1         32       101001498
  100000      132241000000014906  0         67       101001499
  100000      132241000000014906  1         1       101001499
  100000      132241000000014908  0         67       101001500
  100000      132241000000014908  1         2       101001500
  100000      132241000000019537  0         73       101004137
  100000      132241000000019537  1         27       101004137
  100000      132241000000019538  0         72       101004138
  100000      132241000000019538  1         3       101004138
  100000      132241000000019536  0         72       101004139
  100000      132241000000019536  1         4       101004139
  100000      132241000000014901  0         43       101004980
  100000      132241000000014901  1         16       101004980
  100000      132241000000014900  0         42       101004981
  100000      132241000000014900  1         1       101004981
  100000      132241000000014902  0         42       101004982
  100000      132241000000014902  1         2       101004982
  100000      132241000000014909  0         62       101005544
  100000      132241000000014909  1         1       101005544
  100000      132241000000014910  0         63       101005547
  100000      132241000000014910  1         2       101005547
  100000      132241000000014895  0         66       101006488
  100000      132241000000014895  1         65       101006488
  100000      132241000000014894  0         64       101006489
  100000      132241000000014894  1         1       101006489
  100000      132241000000014896  0         64       101006490
  100000      132241000000014896  1         2       101006490
  100000      132241000000019545  0         4       101006743
  100000      132241000000019545  1         80       101006743
  100000      132241000000019546  0         15       101006836
  100000      132241000000019546  1         3       101006836
  100000      132241000000019544  0         95       101007018
  100000      132241000000019544  1         3       101007018
  100000      132241000000019542  0         95       101007019
  100000      132241000000019542  1         4       101007019
  100000      132241000000019534  0         4       101007039
  100000      132241000000019534  1         26       101007039
  100000      132241000000019535  0         3       101007042
  100000      132241000000019535  1         25       101007042
  100000      132241000000019543  0         96       101007263
  100000      132241000000019543  1         29       101007263
  100000      132241000000014904  0         57       101007296
  100000      132241000000014904  1         17       101007296
  100000      132241000000014903  0         48       101007297
  100000      132241000000014903  1         1       101007297
  100000      132241000000014905  0         48       101007298
  100000      132241000000014905  1         2       101007298
  100000      132241000000014889  0         52       101007322
  100000      132241000000014889  1         51       101007322
  100000      132241000000014888  0         45       101007323
  100000      132241000000014888  1         1       101007323
  100000      132241000000014890  0         45       101007324
  100000      132241000000014890  1         2       101007324
  100000      132241000000014893  0         50       101007348
  100000      132241000000014893  1         49       101007348
  100000      132241000000014892  0         44       101007349
  100000      132241000000014892  1         1       101007349
  100000      132241000000014891  0         44       101007350
  100000      132241000000014891  1         2       101007350
  100000      132241000000014886  0         41       101007400
  100000      132241000000014886  1         40       101007400
  100000      132241000000014885  0         39       101007401
  100000      132241000000014885  1         1       101007401
  100000      132241000000014887  0         39       101007402
  100000      132241000000014887  1         2       101007402
  100000      132241000000019541  0         87       101007493
  100000      132241000000019541  1         3       101007493
  100000      132241000000019539  0         87       101007494
  100000      132241000000019539  1         4       101007494
  100000      132241000000019540  0         88       101007495
  100000      132241000000019540  1         20       101007495
  100000      132241070000000106  0         22       101008466
  100000      132241070000000106  1         21       101008466
  100000      132241070000000104  0         24       101008503
  100000      132241070000000104  1         23       101008503
  100000      132241000000019515  0         74       101008665
  100000      132241000000019515  1         3       101008665
  100000      132241000000019513  0         74       101008666
  100000      132241000000019513  1         4       101008666
  100000      132241000000019514  0         76       101008667
  100000      132241000000019514  1         75       101008667
  100000      132241000000019527  0         89       101008743
  100000      132241000000019527  1         3       101008743
  100000      132241000000019525  0         89       101008744
  100000      132241000000019525  1         4       101008744
  100000      132241000000019526  0         90       101008745
  100000      132241000000019526  1         91       101008745
  100000      132241000000019533  0         92       101008769
  100000      132241000000019533  1         3       101008769
  100000      132241000000019531  0         92       101008770
  100000      132241000000019531  1         4       101008770
  100000      132241000000019532  0         93       101008771
  100000      132241000000019532  1         94       101008771
  100000      132241000000019524  0         99       101008899
  100000      132241000000019524  1         3       101008899
  100000      132241000000019522  0         99       101008900
  100000      132241000000019522  1         4       101008900
  100000      132241000000019523  0         100       101008901
  100000      132241000000019523  1         9       101008901
  100000      132241000000019518  0         98       101008925
  100000      132241000000019518  1         3       101008925
  100000      132241000000019516  0         98       101008926
  100000      132241000000019516  1         4       101008926
  100000      132241000000019517  0         101       101008927
  100000      132241000000019517  1         10       101008927
  100000      132241000000019549  0         97       101008951
  100000      132241000000019549  1         3       101008951
  100000      132241000000019547  0         97       101008952
  100000      132241000000019547  1         4       101008952
  100000      132241000000019548  0         102       101008953
  100000      132241000000019548  1         103       101008953
  100000      132241000000014915  0         56       101009066
  100000      132241000000014915  1         55       101009066
  100000      132241000000014914  0         47       101009067
  100000      132241000000014914  1         1       101009067
  100000      132241000000014916  0         47       101009068
  100000      132241000000014916  1         2       101009068
  100000      132241000000014898  0         54       101009069
  100000      132241000000014898  1         53       101009069
  100000      132241000000014897  0         46       101009070
  100000      132241000000014897  1         1       101009070
  100000      132241000000014899  0         46       101009071
  100000      132241000000014899  1         2       101009071
  100000      132241000000014912  0         60       101009100
  100000      132241000000014912  1         59       101009100
  100000      132241000000014911  0         58       101009101
  100000      132241000000014911  1         1       101009101
  100000      132241000000014913  0         58       101009102
  100000      132241000000014913  1         2       101009102
  100000      132241000000014918  0         70       101009126
  100000      132241000000014918  1         28       101009126
  100000      132241000000014917  0         69       101009127
  100000      132241000000014917  1         1       101009127
  100000      132241000000014919  0         69       101009128
  100000      132241000000014919  1         2       101009128
  100000      132241000000019521  0         77       101009171
  100000      132241000000019521  1         3       101009171
  100000      132241000000019519  0         77       101009172
  100000      132241000000019519  1         4       101009172
  100000      132241000000019520  0         79       101009173
  100000      132241000000019520  1         78       101009173
  100000      132241000000019552  0         81       101009197
  100000      132241000000019552  1         3       101009197
  100000      132241000000019550  0         81       101009198
  100000      132241000000019550  1         4       101009198
  100000      132241000000019551  0         82       101009199
  100000      132241000000019551  1         83       101009199
  100000      132241000000019530  0         84       101009223
  100000      132241000000019530  1         3       101009223
  100000      132241000000019528  0         84       101009224
  100000      132241000000019528  1         4       101009224
  100000      132241000000019529  0         85       101009225
  100000      132241000000019529  1         86       101009225
  100000      132241000000019512  0         104       101009299
  100000      132241000000019512  1         33       101009299
  100000      132241000000019511  0         105       101009315
  100000      132241000000019511  1         34       101009315
  100000      132241070000000101  0         107       101009381
  100000      132241070000000101  1         108       101009381
  100000      132241000000019510  0         106       101009382
  100000      132241000000019510  1         109       101009382
  100000      132241070000000155  0         2       101009409
  100000      132241070000000155  1         61       101009409
  100000      132241070000000156  0         1       101009410
  100000      132241070000000156  1         71       101009410
  100000      132241070000000100  0         35       101009753
  100000      132241070000000100  1         5       101009753
  100000      132241070000000108  0         7       101009756
  100000      132241070000000108  1         36       101009756
  100000      132241070000000144  0         6       101009760
  100000      132241070000000144  1         37       101009760
  100000      131241000000000887  0         32       103006648
  100000      131241000000000886  0         27       103006648
  100000      131241000000000885  0         111       103006648
  100000      131241000000000887  1         12       103006648
  100000      131241000000000886  1         13       103006648
  100000      131241000000000893  0         16       103006677
  100000      131241000000000892  0         29       103006677
  100000      131241000000000891  0         110       103006677
  100000      131241000000000893  1         14       103006677
  100000      131241000000000892  1         11       103006677
  100000      131241000000000890  0         17       103007419
  100000      131241000000000889  0         20       103007419
  100000      131241000000000888  0         38       103007419
  100000      131241000000000890  1         19       103007419
  100000      131241000000000889  1         18       103007419
  100000      131441070000000009  0         71       107006703
  100000      131441070000000299  0         80       107006705
  100000      131441070000000300  0         15       107006837
  100000      131441070000000010  0         61       107009140
  100000      131441070000000301  0         36       107009416
  100000      131441070000000302  0         37       107009417
  100000      131441070000000303  0         35       107009418
  100000      132141000000006831  0         7       110008472
  100000      132141000000006831  1         112       110008472
  100000      132241070000000105  0         22       110008472
  100000      132241070000000105  1         112       110008472
  100000      132141000000006835  0         7       110008474
  100000      132141000000006835  1         113       110008474
  100000      132241070000000096  0         38       110008474
  100000      132241070000000096  1         113       110008474
  100000      132141000000063031  0         7       110008504
  100000      132141000000063031  1         114       110008504
  100000      132241070000000103  0         24       110008504
  100000      132241070000000103  1         114       110008504
  100000      132141000000006836  0         5       110009238
  100000      132141000000006836  1         115       110009238
  100000      132241070000000150  0         110       110009238
  100000      132241070000000150  1         115       110009238
  100000      132141000000006832  0         104       110009300
  100000      132141000000006832  1         116       110009300
  100000      132241070000000146  0         5       110009300
  100000      132241070000000146  1         116       110009300
  100000      132141000000006833  0         105       110009316
  100000      132141000000006833  1         117       110009316
  100000      132241070000000145  0         5       110009316
  100000      132241070000000145  1         117       110009316
  100000      132141000000063030  0         30       110009326
  100000      132141000000063030  1         118       110009326
  100000      132241070000000154  0         5       110009326
  100000      132241070000000154  1         118       110009326
  100000      132141000000006837  0         5       110009343
  100000      132141000000006837  1         119       110009343
  100000      132241070000000107  0         8       110009343
  100000      132241070000000107  1         119       110009343
  100000      132141000000006834  0         6       110009346
  100000      132141000000006834  1         120       110009346
  100000      132241070000000111  0         111       110009346
  100000      132241070000000111  1         120       110009346
  100000      132141000000006828  0         107       110009385
  100000      132141000000006828  1         121       110009385
  100000      132241070000000110  0         6       110009385
  100000      132241070000000110  1         121       110009385
  100000      132141000000006830  0         106       110009386
  100000      132141000000006830  1         122       110009386
  100000      132241070000000109  0         6       110009386
  100000      132241070000000109  1         122       110009386
  100000      132141000000006829  0         31       110009387
  100000      132141000000006829  1         123       110009387
  100000      132241070000000143  0         6       110009387
  100000      132241070000000143  1         123       110009387
  100000      132341000000082036  0         32       111001528
  100000      132341000000082035  0         68       111001529
  100000      132341000000082034  0         67       111001530
  100000      132341000000082024  0         71       111001893
  100000      132341000000082019  0         27       111004140
  100000      132341000000082017  0         73       111004141
  100000      132341000000082016  0         72       111004142
  100000      132341000000081978  0         80       111004551
  100000      132341000000082033  0         16       111004984
  100000      132341000000082032  0         43       111004985
  100000      132341000000082031  0         42       111004986
  100000      132341000000082027  0         63       111005535
  100000      132341000000082026  0         62       111005539
  100000      132341000000004496  0         65       111006491
  100000      132341000000082040  0         66       111006492
  100000      132341000000082039  0         64       111006493
  100000      132341000000081977  0         15       111006838
  100000      132341000000082009  0         96       111007020
  100000      132341000000082008  0         95       111007021
  100000      132341000000082021  0         1       111007090
  100000      132341000000082023  0         2       111007091
  100000      132341000000082011  0         29       111007253
  100000      132341000000006962  0         3       111007272
  100000      132341000000006960  0         4       111007273
  100000      132341000000006959  0         4       111007277
  100000      132341000000082020  0         1       111007280
  100000      132341000000082022  0         2       111007281
  100000      132341000000082030  0         17       111007299
  100000      132341000000082029  0         57       111007300
  100000      132341000000082028  0         48       111007301
  100000      132341000000004493  0         51       111007325
  100000      132341000000082052  0         52       111007326
  100000      132341000000082051  0         45       111007327
  100000      132341000000004495  0         49       111007351
  100000      132341000000082038  0         50       111007352
  100000      132341000000082037  0         44       111007353
  100000      132341000000004497  0         40       111007403
  100000      132341000000082044  0         41       111007404
  100000      132341000000082043  0         39       111007405
  100000      132341000000082013  0         88       111007496
  100000      132341000000082012  0         87       111007497
  100000      132341000000082015  0         20       111007498
  100000      132341000000082007  0         26       111007689
  100000      132341000000082006  0         25       111007690
  100000      132341000000081969  0         21       111008478
  100000      132341000000081970  0         22       111008482
  100000      132341000000081967  0         23       111008505
  100000      132341000000081968  0         24       111008506
  100000      132341000000082002  0         75       111008668
  100000      132341000000082001  0         76       111008669
  100000      132341000000082000  0         74       111008670
  100000      132341000000081987  0         91       111008746
  100000      132341000000081986  0         90       111008747
  100000      132341000000081985  0         89       111008748
  100000      132341000000081981  0         94       111008772
  100000      132341000000081980  0         93       111008773
  100000      132341000000081979  0         92       111008774
  100000      132341000000081993  0         9       111008902
  100000      132341000000081992  0         100       111008903
  100000      132341000000081991  0         99       111008904
  100000      132341000000081999  0         10       111008928
  100000      132341000000081998  0         101       111008929
  100000      132341000000081997  0         98       111008930
  100000      132341000000081990  0         103       111008954
  100000      132341000000081989  0         102       111008955
  100000      132341000000081988  0         97       111008956
  100000      132341000000004494  0         55       111009072
  100000      132341000000082048  0         56       111009073
  100000      132341000000082047  0         47       111009074
  100000      132341000000004498  0         53       111009075
  100000      132341000000082042  0         54       111009076
  100000      132341000000082041  0         46       111009077
  100000      132341000000004492  0         59       111009103
  100000      132341000000082046  0         60       111009104
  100000      132341000000082045  0         58       111009105
  100000      132341000000004491  0         28       111009129
  100000      132341000000082050  0         70       111009130
  100000      132341000000082049  0         69       111009131
  100000      132341000000082025  0         61       111009141
  100000      132341000000081996  0         78       111009174
  100000      132341000000081995  0         79       111009175
  100000      132341000000081994  0         77       111009176
  100000      132341000000082005  0         83       111009200
  100000      132341000000082004  0         82       111009201
  100000      132341000000082003  0         81       111009202
  100000      132341000000081984  0         86       111009226
  100000      132341000000081983  0         85       111009227
  100000      132341000000081982  0         84       111009228
  100000      132341000000081966  0         104       111009301
  100000      132341000000081964  0         105       111009317
  100000      132341000000081975  0         30       111009327
  100000      132341000000006958  0         8       111009344
  100000      132341000000081974  0         107       111009389
  100000      132341000000081972  0         106       111009390
  100000      132341000000081976  0         31       111009391
  100000      132341000000006961  0         3       111009414
  100000      132341000000081973  0         108       111009424
  100000      132341000000081971  0         109       111009425
  100000      132341000000081965  0         33       111009434
  100000      132341000000081963  0         34       111009435
  100000      132341000000004499  0         14       111009799
  100000      132341000000082010  0         11       111009800
  100000      132341000000082018  0         13       111009801
  100000      132341000000004501  0         12       111009802
  100000      132341000000082014  0         18       111009803
  100000      132341000000004500  0         19       111009804
  100000      140241000000001066  0         21       113008486
  100000      140241000000001067  0         23       113008507
  100000      140241000000001068  0         33       113009302
