  Í¼ÐÎºÅ               = 158
  ³§Õ¾IDºÅ             = 01124107000032

  Ó¦ÓÃºÅ      Í¼ÔªKEY_IDºÅ        ¶Ë×ÓºÅ    ½Úµã±àºÅ  Í¼ÐÎ¶ËOBJ_IDºÅ
  100000      130141000000004213  0         1       30009001
  100000      130141000000004212  0         2       30009002
  100000      130141000000004210  0         3       30009003
  100000      130141070000000025  0         4       30009004
  100000      130141000000004210  0         3       30009005
  100000      130141070000000025  0         4       30009006
  100000      040841000000012293  0         5       32009834
  100000      040841000000012294  0         6       32009835
  100000      040841000000012295  0         7       32009836
  100000      040841000000012296  0         8       32009837
  100000      040841070000000476  0         9       32009838
  100000      040841000000012297  0         10       32009839
  100000      040841000000012298  0         11       32009840
  100000      040841000000012290  0         12       32009918
  100000      040841000000012292  0         13       32009919
  100000      040841000000012291  0         14       32009938
  100000      040841070000000182  0         15       32009954
  100000      040841070000000537  0         16       32010044
  100000      040841000000012288  0         17       32010070
  100000      040841000000012289  0         18       32010082
  100000      040841000000012300  0         19       32010094
  100000      040841070000000183  0         20       32010106
  100000      040841000000012301  0         21       32010140
  100000      040841000000012303  0         22       32010152
  100000      040841000000012305  0         23       32010164
  100000      040841000000012306  0         24       32010176
  100000      040841000000012302  0         25       32010188
  100000      040841000000012304  0         26       32010200
  100000      121041070000001710  0         27       36009356
  100000      121041070000001713  0         30       36009357
  100000      132141000000040530  0         31       100009378
  100000      132141000000040530  1         32       100009378
  100000      132141000000040531  0         33       100009379
  100000      132141000000040531  1         34       100009379
  100000      132141000000040532  0         35       100009388
  100000      132141000000040532  1         36       100009388
  100000      132241000000047471  0         1       101009444
  100000      132241000000047471  1         27       101009444
  100000      132241000000047500  0         1       101009445
  100000      132241000000047500  1         28       101009445
  100000      132241000000047499  0         2       101009446
  100000      132241000000047499  1         29       101009446
  100000      132241000000047456  0         2       101009447
  100000      132241000000047456  1         30       101009447
  100000      132241000000047494  0         31       101009448
  100000      132241000000047494  1         1       101009448
  100000      132241000000047493  0         2       101009449
  100000      132241000000047493  1         32       101009449
  100000      132241000000047496  0         33       101009450
  100000      132241000000047496  1         1       101009450
  100000      132241000000047495  0         40       101009451
  100000      132241000000047495  1         34       101009451
  100000      132241000000047497  0         35       101009467
  100000      132241000000047497  1         2       101009467
  100000      132241000000047498  0         39       101009468
  100000      132241000000047498  1         36       101009468
  100000      132241000000047490  0         41       101009982
  100000      132241000000047490  1         3       101009982
  100000      132241000000047484  0         47       101010006
  100000      132241000000047484  1         3       101010006
  100000      132241000000047487  0         44       101010130
  100000      132241000000047487  1         4       101010130
  100000      131241000000004484  0         40       102009511
  100000      131241000000006333  0         43       102009511
  100000      131241000000004484  1         37       102009511
  100000      131241000000004483  0         39       102009512
  100000      131241000000006332  0         45       102009512
  100000      131241000000004483  1         38       102009512
  100000      131441070000000119  0         41       107009477
  100000      131441070000000112  0         28       107009539
  100000      131441070000000115  0         29       107009540
  100000      131441070000000118  0         44       107010131
  100000      132141000000040537  0         3       110009897
  100000      132141000000040537  1         48       110009897
  100000      132241000000047511  0         5       110009897
  100000      132241000000047511  1         48       110009897
  100000      132141000000040536  0         3       110009898
  100000      132141000000040536  1         49       110009898
  100000      132241000000047508  0         6       110009898
  100000      132241000000047508  1         49       110009898
  100000      132141000000040518  0         3       110009899
  100000      132141000000040518  1         50       110009899
  100000      132241000000047463  0         7       110009899
  100000      132241000000047463  1         50       110009899
  100000      132141000000040540  0         3       110009900
  100000      132141000000040540  1         51       110009900
  100000      132241000000047520  0         8       110009900
  100000      132241000000047520  1         51       110009900
  100000      132141000000040529  0         3       110009901
  100000      132141000000040529  1         52       110009901
  100000      132241070000002181  0         9       110009901
  100000      132241070000002181  1         52       110009901
  100000      132141000000040523  0         3       110009902
  100000      132141000000040523  1         53       110009902
  100000      132241000000047477  0         10       110009902
  100000      132241000000047477  1         53       110009902
  100000      132141000000040515  0         3       110009903
  100000      132141000000040515  1         54       110009903
  100000      132241000000047452  0         11       110009903
  100000      132241000000047452  1         54       110009903
  100000      132141000000040535  0         3       110009932
  100000      132141000000040535  1         55       110009932
  100000      132241000000047506  0         12       110009932
  100000      132241000000047506  1         55       110009932
  100000      132141000000040521  0         3       110009933
  100000      132141000000040521  1         56       110009933
  100000      132241000000047472  0         13       110009933
  100000      132241000000047472  1         56       110009933
  100000      132141000000040533  0         3       110009945
  100000      132141000000040533  1         57       110009945
  100000      132241000000047501  0         14       110009945
  100000      132241000000047501  1         57       110009945
  100000      132141000000040514  0         3       110009976
  100000      132141000000040514  1         58       110009976
  100000      132241000000047451  0         42       110009976
  100000      132241000000047451  1         58       110009976
  100000      132141070000000232  0         3       110009977
  100000      132141070000000232  1         59       110009977
  100000      132241000000047455  0         15       110009977
  100000      132241000000047455  1         59       110009977
  100000      132141000000040526  0         3       110009985
  100000      132141000000040526  1         60       110009985
  100000      132241000000047485  0         43       110009985
  100000      132241000000047485  1         60       110009985
  100000      132141000000040525  0         4       110010003
  100000      132141000000040525  1         61       110010003
  100000      132241070000002180  0         47       110010003
  100000      132241070000002180  1         61       110010003
  100000      132141070000001101  0         4       110010054
  100000      132141070000001101  1         62       110010054
  100000      132241070000002353  0         16       110010054
  100000      132241070000002353  1         62       110010054
  100000      132141000000040541  0         4       110010077
  100000      132141000000040541  1         63       110010077
  100000      132241000000047524  0         17       110010077
  100000      132241000000047524  1         63       110010077
  100000      132141000000040542  0         4       110010089
  100000      132141000000040542  1         64       110010089
  100000      132241000000047526  0         18       110010089
  100000      132241000000047526  1         64       110010089
  100000      132141000000040520  0         4       110010101
  100000      132141000000040520  1         65       110010101
  100000      132241000000047468  0         19       110010101
  100000      132241000000047468  1         65       110010101
  100000      132141070000000233  0         4       110010113
  100000      132141070000000233  1         66       110010113
  100000      132241000000047470  0         20       110010113
  100000      132241000000047470  1         66       110010113
  100000      132141000000040527  0         4       110010134
  100000      132141000000040527  1         67       110010134
  100000      132241000000047486  0         45       110010134
  100000      132241000000047486  1         67       110010134
  100000      132141000000040534  0         4       110010147
  100000      132141000000040534  1         68       110010147
  100000      132241000000047504  0         21       110010147
  100000      132241000000047504  1         68       110010147
  100000      132141000000040522  0         4       110010159
  100000      132141000000040522  1         69       110010159
  100000      132241000000047475  0         22       110010159
  100000      132241000000047475  1         69       110010159
  100000      132141000000040516  0         4       110010171
  100000      132141000000040516  1         70       110010171
  100000      132241000000047458  0         23       110010171
  100000      132241000000047458  1         70       110010171
  100000      132141000000040517  0         4       110010183
  100000      132141000000040517  1         71       110010183
  100000      132241000000047461  0         24       110010183
  100000      132241000000047461  1         71       110010183
  100000      132141000000040539  0         4       110010195
  100000      132141000000040539  1         72       110010195
  100000      132241000000047518  0         25       110010195
  100000      132241000000047518  1         72       110010195
  100000      132141000000040524  0         4       110010207
  100000      132141000000040524  1         73       110010207
  100000      132241000000047481  0         26       110010207
  100000      132241000000047481  1         73       110010207
  100000      132141000000040519  0         4       110010220
  100000      132141000000040519  1         74       110010220
  100000      132241000000047466  0         46       110010220
  100000      132241000000047466  1         74       110010220
  100000      132341000000049204  0         27       111009481
  100000      132341000000049216  0         28       111009482
  100000      132341000000049215  0         29       111009483
  100000      132341000000049202  0         30       111009485
  100000      132341000000049206  0         31       111009486
  100000      132341000000049205  0         32       111009487
  100000      132341000000049209  0         33       111009488
  100000      132341000000049207  0         40       111009489
  100000      132341000000049208  0         34       111009490
  100000      132341000000049211  0         35       111009495
  100000      132341000000049213  0         36       111009496
  100000      132341000000049212  0         39       111009497
  100000      132341000000049214  0         38       111009770
  100000      132341000000049210  0         37       111009771
  100000      132341070000001412  0         5       111009906
  100000      132341070000001413  0         6       111009907
  100000      132341070000001414  0         7       111009908
  100000      132341070000001415  0         8       111009909
  100000      132341070000001416  0         9       111009910
  100000      132341070000001417  0         10       111009911
  100000      132341070000001418  0         11       111009912
  100000      132341070000001410  0         12       111009934
  100000      132341070000001411  0         13       111009935
  100000      132341070000001409  0         14       111009946
  100000      132341000000049201  0         42       111009979
  100000      132341070000001408  0         15       111009980
  100000      132341070000001623  0         16       111010055
  100000      132341070000001624  0         17       111010078
  100000      132341070000001628  0         18       111010090
  100000      132341070000001629  0         19       111010102
  100000      132341070000001622  0         20       111010114
  100000      132341070000001630  0         21       111010148
  100000      132341070000001632  0         22       111010160
  100000      132341070000001626  0         23       111010172
  100000      132341070000001627  0         24       111010184
  100000      132341070000001631  0         25       111010196
  100000      132341070000001633  0         26       111010208
  100000      132341000000049203  0         46       111010221
  100000      132341070000001634  0         46       111010229
  100000      140241000000004875  0         42       113009989
  100000      140241000000004876  0         46       113010222
